,video_id,signer_id,duration,split,label_type,label,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,SignBank Reference ID
54136,AfFocjfImcA8awp7d4H7,84,1696,val,asllex,dont_care,flat_o,imrp,Flat,0,0,0,Open,1,One Handed,None,0,Head,Cheek Nose,,1,,0,1270
61658,SznfJIjwwjoH9xqlRn2s,43,4354,train,asllex,champ,curved_5,imrp,Curved,0,1,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Tip,,1,1,0,2353
3918,Z2fLZEpP3FC177e7ydJR,39,3879,val,asllex,water,w,p,Curved,0,,,Open,1,One Handed,Straight,1,Head,Chin,,1,,0,1414
10718,0LcpKXvdCU21izfNwHfW,60,1429,train,asllex,delicious,8,m,Flat,1,,,Open,1,One Handed,Straight,0,Head,Mouth,Head Away,0,,0,105
27185,Q9ZSzevLRnJj73jI2dTb,35,1719,train,asllex,strange,c,imrp,Curved,0,0,0,Open,0,One Handed,Curved,0,Head,Head Away,Head Away,0,,0,688
4371,IAF5rqUaRAt9Q9w1ienV,85,3257,train,signbank,2179,,,,,,,,,,,,,,,,,,
4784,5S4cvEV2GDuUVOsI2JvP,88,4609,train,signbank,2366,,,,,,,,,,,,,,,,,,
2834,Y35IdwU38hWdAaaULQoJ,57,2604,test,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
36893,IUKUSuqJOTsb5RKfpUs0,46,2452,val,asllex,brown,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,0,Head,Chin,Chin,1,,0,53
35372,GnRXNJdrlxB70E5MxJmR,7,2589,train,asllex,clock,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,0,Arm,Wrist Back,,1,,0,659
87155,ysMHqfJ4PZ0FgWOlgakJ,88,2365,val,freetext,software,,,,,,,,,,,,,,,,,,
11531,1pixsk6Bt1elzW7mN6RR,84,2430,train,asllex,eat_1,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
22815,LyTramOZx48jZAHqk6r9,60,1278,train,asllex,temptation,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,1,Arm,Forearm Ulnar,,1,,0,1190
45835,KDXSo2izkpJ7En1qWiiJ,30,2066,val,asllex,gray,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,5,0,1857
34829,qQK83fwg3zsw3lRBz5mC,57,2417,test,asllex,impact,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Different Handshape,Back And Forth,0,Hand,Finger Radial,Hand Away,1,1,0,149
514,T3GDtxV7YPqc61zQY2Rv,62,1063,train,signbank,211,,,,,,,,,,,,,,,,,,
41977,IGwNvVQYbfleruHnHqJD,46,2288,train,asllex,on,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Straight,0,Hand,Palm Back,,1,open_b,0,203
2821,UvmSCkLZRpr8M3xsDDw6,38,4067,val,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
34267,WJ4aIRGmQ9BorbJvGFFw,62,1099,train,asllex,car,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,s,0,428
49047,XVVwD7HwPMdn0we43DVF,84,1624,val,asllex,like,8,m,Flat,1,,,Open,1,One Handed,Straight,0,Body,Torso Top,Body Away,1,,0,
48392,rtsXa1CL3MZxqCU6C8u9,50,2451,test,asllex,ride_1,curved_v,im,Curved,0,1,0,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Ulnar,,1,C,0,240
28029,mLLb8h1P7Dp337Y6tcrO,78,2659,val,asllex,medicine,open_8,m,Flat,0,,,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,1621
23873,HaDlWpcMeC7NSZdfRxNG,88,1970,train,asllex,church,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm Back,,1,B,0,2296
59214,x4UqG62kFSJo3ATVOcus,38,2912,val,asllex,breakfast_2,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Circular,1,Head,Chin,Head Away,1,,0,50
64069,5w7INhzeRa9qTFxstuho,88,2559,train,asllex,bury_3,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,
30332,AxFDIhNPxPWrNI5WG0jH,11,1518,train,asllex,old,o,imrp,Curved,1,0,0,Open,1,One Handed,Straight,0,Head,Chin,Head Away,0,,0,202
47452,lv7teG602ZiNtcITblBX,78,2295,train,asllex,udder,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0,
86527,oCdVYoenvlnUVqIUL3hR,53,2466,test,freetext,shooting,,,,,,,,,,,,,,,,,,
87824,vrrLS9jjjV4ZboImzGX1,39,1875,train,freetext,strawberry,,,,,,,,,,,,,,,,,,
29234,shGZVzPk32dZfVFaGF49,84,1521,train,asllex,girl,a,t,,,,,Open,,One Handed,Curved,0,Head,Cheek Nose,Head Away,1,,1,465
86981,no5SycTdFl0irTUigfN4,8,1539,train,freetext,smell_good,,,,,,,,,,,,,,,,,,
36417,79gglMNUCGVmQgXrn303,49,1678,train,asllex,holiday,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Torso Top,Body Away,1,5,0,2533
1247,0kJtBVVKEj7lo02VToa8,57,2354,test,asllex,coffee,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Same Handshape,Circular,1,Hand,Finger Radial,Finger Radial,1,s,0,2035
5945,eTngXPyPsQJn0BVDe6A7,62,1492,train,signbank,3368,,,,,,,,,,,,,,,,,,
14276,zg15DFTDC1phb3hPQrMb,88,3338,val,asllex,sew,f,i,Curved,0,,,Open,1,Dominance Violation,Curved,1,Hand,Finger Tip,,1,Dominance Condition Violation,0,1027
90989,sQyt44lN6G2hWLRDAF4Y,54,2464,train,freetext,write_finish,,,,,,,,,,,,,,,,,,
87885,A0vj7qWxeQByO1rIVUpS,59,2503,train,freetext,student,,,,,,,,,,,,,,,,,,
86552,1wJ7wswockc74DFNrsdO,61,1813,test,freetext,short,,,,,,,,,,,,,,,,,,
2314,6gTelHsinSF4W9KZCCbT,85,2533,train,signbank,914,,,,,,,,,,,,,,,,,,
30995,p54sH42xanmrmoRo3Qeb,39,2301,val,asllex,yesterday,a,t,,,,,Open,,One Handed,Curved,0,Head,Chin,Cheek Nose,1,,0,327
11052,aoZt3b6SV2CwkIdnUOba,62,1412,train,asllex,eat_1,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
26587,VPpNVlnPH1MJFVnUSdzN,54,2695,val,freetext,bison,,,,,,,,,,,,,,,,,,
44113,KHhITG2kA7JUJRNOUGQo,39,2830,train,asllex,beanie,open_e,imrp,Bent,1,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Head,Other,Other,1,open_e,0,2527
56959,q3JLuLo3AidkrrRq6aAy,35,1776,train,asllex,duty,d,mrp,Curved,0,0,0,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm Back,,1,B,0,1283
67546,zR369ThEczJGKGxV8TAJ,30,2585,train,freetext,go_up_and_down,,,,,,,,,,,,,,,,,,
5928,4YJ1eDtxpDNBlpwp46EM,84,1853,train,signbank,3365,,,,,,,,,,,,,,,,,,
62821,oVB2de7H6CNvBkLRQ4mI,42,1720,val,asllex,banana_4,g,i,Flat,0,,,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Finger Radial,Finger Radial,1,1,0,
88626,lEOUUZScmc3KYIdXXJaD,84,2385,train,freetext,there,,,,,,,,,,,,,,,,,,
62912,mRg4YbQm1es1GEe5kEye,30,2752,val,asllex,stethoscope_3,baby_o,i,Bent,0,,,Open,1,Symmetrical Or Alternating,Straight,0,Head,Other,,1,baby_o,0,
33627,4LCEmqGzl5bzeTXKg8rd,57,1513,test,asllex,die,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,open_b,1,838
81843,JHlTAdcPi9dDzBACfRGi,39,3423,train,freetext,misaligned,,,,,,,,,,,,,,,,,,
72417,wPIMuKza1c2qLZPx6icJ,48,1773,test,freetext,how_are_you,,,,,,,,,,,,,,,,,,
87955,tBMojFp5T7NR0FrJa94l,31,1752,train,freetext,subway,,,,,,,,,,,,,,,,,,
481,LTg5s184J25wIkczRisH,7,2444,train,asllex,chair,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,1,Hand,Finger Back,,1,Dominance Condition Violation,0,378
36000,5VKc55RckY62cAjTwFwa,88,2489,val,asllex,friend,curved_1,i,Curved,0,,,Closed,0,Symmetrical Or Alternating,Other,0,Neutral,Neutral,Neutral,1,curved_1,0,462
23114,mgGIvOBxySg1InmfcnYg,36,2185,test,asllex,feel,open_8,m,Flat,0,,,Open,0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,1,624
5114,6X54f81MSOId4IXpeRDx,48,2011,test,signbank,2490,,,,,,,,,,,,,,,,,,
11515,7pySFsCy3y0vRwocJbva,84,1295,train,asllex,eat_1,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
39011,2W89by0xU1T3y1xms1B3,35,1343,train,freetext,chicken,,,,,,,,,,,,,,,,,,
44173,MPVE1p1bsCmjjHEzIfvk,57,1300,test,asllex,different,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,106
21426,WlGg3WEuprX1ZJfYZHlv,57,1507,test,asllex,money,flat_o,imrp,Flat,0,0,0,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,670
43992,1nylr8RVDrWnw6qZl3b9,46,1842,train,asllex,clean,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,431
892,3n3UzgjwLjPKyYeIPJLS,57,1657,test,signbank,440,,,,,,,,,,,,,,,,,,
53996,RxuVKvVlKfy3veEIYJtQ,57,2212,test,asllex,ocean,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,None,0,Head,Chin,,1,5,0,555
87852,MPTZrGlSwQDwFRzLwZx9,38,4821,val,freetext,string,,,,,,,,,,,,,,,,,,
1416,oARxs8GqMFErwAwvAksr,7,2370,val,signbank,591,,,,,,,,,,,,,,,,,,
15340,8BsxoaoOF5ilh6OG0g6z,7,2184,train,asllex,animal,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Torso Top,,1,flat_b,0,16
4533,Goprts2JowOSBjXa2HPz,80,3230,val,asllex,microwave,s,imrp,Fully Closed,1,,1,Closed,1,Symmetrical Or Alternating,Back And Forth,0,Neutral,Neutral,Neutral,0,s,0,1612
61,nCnpgo6CKhP9BbuJndYH,88,1944,train,asllex,tree,5,imrp,Fully Open,0,1,0,Open,0,One Handed,None,1,Neutral,Neutral,,0,,1,342
64883,ExCyi2ZvwmZKD7MY7wix,23,1712,val,asllex,cat_3,8,m,Flat,1,,,Open,1,Symmetrical Or Alternating,Straight,1,Head,Cheek Nose,Head Away,1,8,0,347
2967,oKqqqY1cMDQdF0C56CMi,35,1541,train,asllex,soap,open_b,imrp,Fully Open,1,0,0,Open,0,Asymmetrical Different Handshape,None,1,Hand,Heel,Hand Away,1,B,0,1086
26871,r7NG6jMyqg6Lb7ozJnAH,84,1620,val,asllex,deep,flat_1,i,Flat,0,,,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Palm,Hand Away,1,B,0,1237
11038,NEjVX9mVwd42YlRiQPYQ,49,1051,train,asllex,silly,y,p,Fully Open,0,,,Open,0,One Handed,Straight,1,Head,Cheek Nose,Head Away,0,,0,259
7490,uh2Co9FEhp8vuSSSOsTN,62,1120,val,asllex,star,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,1,0,274
59412,ShvrJw9mFHRFDkkEJrhL,39,3457,train,asllex,taste,open_8,m,Flat,0,,,Open,0,One Handed,Straight,1,Head,Chin,,1,,0,290
46707,EVAMFWCy4H7WFi89yZE7,50,1385,test,asllex,tomorrow,a,t,,,,,Open,,One Handed,Curved,0,Head,Cheek Nose,Head Away,0,,0,301
46310,zaIUf9BwzYfedcXk2dKm,42,1808,train,asllex,must,bent_1,i,Bent,0,,,Closed,0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,192
10090,7EC6P4uNK0N81UG02y4R,49,1161,train,asllex,angry,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Curved,0,Body,Torso Top,Body Away,1,5,0,15
15222,qUzw40OFaTu1JfzVCZfZ,7,2206,train,asllex,travel,bent_v,im,Bent,0,1,0,Closed,0,One Handed,Z-shaped,0,Neutral,Neutral,Neutral,0,,0,1307
13766,WXZQkA0F6iHj3DAZRlf2,31,1784,val,asllex,credit_card,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Palm,1,B,0,365
50252,ePSdvgfeR3e2ahWNUySK,7,2619,val,asllex,abbreviate,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,0,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,1,252
56103,LkekLUDNx1RYFMziqyJp,88,2351,train,asllex,thank_you,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,0,Head,Mouth,Head Away,1,,0,1198
19955,LzOasz4Fj1WgAIYeiRTl,57,952,test,asllex,vegetable,v,im,Fully Open,0,1,0,Closed,0,One Handed,None,0,Head,Mouth,Mouth,1,,1,793
71862,TgfRXu62qF0HASLPG5ss,46,2880,train,freetext,hard_see,,,,,,,,,,,,,,,,,,
67618,A82BBO1zt4dZ08UDmunU,62,1542,train,freetext,good_friend,,,,,,,,,,,,,,,,,,
3707,Fzy3BtyTbgcIqZkHskTm,8,1965,train,signbank,1676,,,,,,,,,,,,,,,,,,
31689,wD356bW6uTK6rDmmPxKl,84,2561,train,asllex,not_yet,open_b,imrp,Fully Open,1,0,0,Open,0,One Handed,None,1,Neutral,Neutral,,0,,0,200
13201,jobIMNzMNvqgTQRsgIXD,30,2031,val,asllex,dream,1,i,Fully Open,1,,,Closed,0,One Handed,Straight,1,Head,Forehead,Head Away,0,,0,578
48721,RkzrE8QdlW3lhAbqYfYP,59,1349,train,freetext,dna,,,,,,,,,,,,,,,,,,
38666,hZJhHfrr30oxOxLYxmxE,42,1659,train,freetext,card,,,,,,,,,,,,,,,,,,
294,5xYC2HYArurPi2sR81kt,50,3447,test,asllex,cup,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,388
6564,Ogxpj6pEhDvxaK3X6472,85,2337,train,asllex,basketball,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,curved_5,1,2093
22698,dnHnfWhXoNPh7OpM9aqz,48,1227,test,asllex,requirement,bent_1,i,Bent,0,,,Closed,0,Symmetry Violation,Straight,0,Hand,Palm,,1,B,0,962
24462,LjZxh1MFGlkambuiyt3X,42,1549,val,asllex,need,bent_1,i,Bent,0,,,Closed,0,One Handed,Curved,1,Neutral,Neutral,Neutral,0,,0,194
54185,l4GDEr3z23G7hBiMOcli,7,2162,train,asllex,kick_1,closed_b,imrp,Fully Open,0,0,0,Closed,0,Asymmetrical Same Handshape,Curved,0,Hand,Hand Away,Finger Ulnar,1,closed_b,0,161
12306,6AVZ0TGnToxvP3QKN7f7,7,2462,val,asllex,swallow,1,i,Fully Open,0,,,Closed,0,One Handed,Curved,0,Body,Neck,Neck,0,,0,2253
63792,3TyX29XVnV5kkboeQSK9,84,1947,train,asllex,glass_3,curved_1,i,Curved,0,,,Closed,0,One Handed,Straight,1,Head,Mouth,,1,,0,144
21159,jlb5yFe1g9M3gG8SXbnV,85,2715,train,asllex,man,5,imrp,Fully Open,0,1,0,Open,0,One Handed,None,0,Head,Forehead,,1,,0,503
89132,I9rharOENH955i5g0Npf,31,1674,train,freetext,tooth fairy,,,,,,,,,,,,,,,,,,
32174,r2FnMJOC6a0rzPVVz19D,48,1163,test,asllex,boat,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,,1,open_b,0,44
1225,ZyjwTLqZmNkb70QwAGqb,85,3412,train,signbank,536,,,,,,,,,,,,,,,,,,
60563,8YT4K96PQJ1iL0IM6XgT,49,1912,train,asllex,function,f,i,Curved,0,,,Open,1,Asymmetrical Different Handshape,Back And Forth,0,Hand,Palm Back,Palm Back,1,B,0,1507
2641,vo8FBxTZjWYiaO33b0tR,88,3122,val,signbank,1148,,,,,,,,,,,,,,,,,,
57984,SCXygrKFTTPUXh19Ejc5,38,3350,train,asllex,recent_1,bent_1,i,Bent,0,,,Closed,0,One Handed,None,1,Head,Cheek Nose,,1,,0,235
16825,qO7vCKLYt6AbSfsvnIE6,85,2953,train,asllex,more,o,imrp,Curved,0,0,0,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,o,0,508
83,0H5xCoQHEsdUnOORD9yi,38,4833,val,asllex,tree,5,imrp,Fully Open,0,1,0,Open,0,One Handed,None,1,Neutral,Neutral,,0,,1,342
49115,UKpL0aOFceMkV34DijVW,12,1990,train,asllex,crack,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Z-shaped,0,Hand,Palm,Palm,1,open_b,0,1175
55941,TJNNxu7eJgwq6l6zRGIv,39,3463,train,asllex,accept,flatspread_5,imrp,Flat,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Body,Torso Top,,1,flatspread_5,0,2045
515,e2mBKdFoOrMtuQHGep0w,62,1590,train,signbank,211,,,,,,,,,,,,,,,,,,
60504,WVw2bqUPPZeIPVqylMxc,62,1351,train,asllex,former,5,imrp,Fully Open,0,1,0,Open,0,One Handed,Circular,1,Body,Clavicle,Body Away,1,,0,1496
86696,2cXZjc7SpbzVcvIlg6GQ,42,2278,train,freetext,signature,,,,,,,,,,,,,,,,,,
83479,kzhQkElNdyTTO5XvYkmh,78,2413,train,freetext,old,,,,,,,,,,,,,,,,,,
67773,C6R55FdNGbHR4DT96XBp,17,2263,train,freetext,grill,,,,,,,,,,,,,,,,,,
32525,fJfNtxH55gmpW2NaxuRr,12,2218,train,asllex,break,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,s,1,420
64158,RqzTBY6VJg8Zk3M2VbsI,7,1903,train,asllex,drown_3,a,t,,,,,Open,,Asymmetrical Different Handshape,Straight,0,Hand,Other,Hand Away,1,C,0,2576
43254,WPDd93NHvbNn17PrX6jr,39,3257,train,asllex,process,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,open_b,0,936
60685,CIanmcXDe3mu4Ad39Llb,46,3032,val,asllex,same_same,y,p,Fully Open,0,,,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,y,0,
88863,jFk9h88T2pPdm5hrmHKc,54,2867,train,freetext,throw,,,,,,,,,,,,,,,,,,
88698,ODu9lwOdmv17P1aT5qq9,80,2128,train,freetext,thin,,,,,,,,,,,,,,,,,,
42095,eZlSIlHh9dHNvMcnYQ5W,8,1487,val,asllex,soft,flatspread_5,imrp,Flat,1,1,1,Open,1,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,flatspread_5,0,542
17140,U1ViMgG2LbmirmUeJgXh,61,1497,test,asllex,careful,p,im,Stacked,0,,0,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,p,0,68
42106,NDtIxpRVpBNwE5bSpKwr,17,2288,train,asllex,soft,flatspread_5,imrp,Flat,1,1,1,Open,1,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,flatspread_5,0,542
58152,Tlim4yBThUqpjhRTYpti,31,1808,train,asllex,leave_alone,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Back And Forth,0,Neutral,Neutral,Neutral,0,5,0,492
11964,Ts0QXApvispXspiX1kZ5,12,2792,train,asllex,drink,c,imrp,Curved,0,0,0,Open,0,One Handed,Straight,0,Head,Head Away,Head Away,0,,1,119
58335,NNV2edqp1ueK89PmmQpk,38,3498,train,asllex,story_2,o,imrp,Curved,0,0,0,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,o,1,277
22593,VFxWh2vgGoIa6B0H2VOH,36,2076,test,asllex,eraser,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Palm,1,B,0,2891
43890,KiRRy9Y7ZWK9Tlq1kzRr,84,1532,train,asllex,clean,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,431
34304,X2RJ51qHimZXAeN2g5sN,14,1906,train,asllex,car,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,s,0,428
82744,tsc5y3fyA8nGl7hCTqYw,39,2919,val,freetext,north_pole,,,,,,,,,,,,,,,,,,
27209,xnle1lmngOR1bYRHqmoG,64,2139,test,freetext,bully,,,,,,,,,,,,,,,,,,
85221,Y57dhdsKVrv88Fb8jAeo,54,2423,train,freetext,really-cheap,,,,,,,,,,,,,,,,,,
5382,rmlo98WCYvCstajeBrku,50,2145,test,signbank,2800,,,,,,,,,,,,,,,,,,
77474,yiUGCbMK73hVNoBFYmtD,57,2098,test,freetext,june,,,,,,,,,,,,,,,,,,
61655,coFGlBHylKsY0ycIdPQb,8,3916,train,freetext,film_record,,,,,,,,,,,,,,,,,,
38416,c7FMWPatS6x5oedvZai7,80,1760,train,freetext,cabinet,,,,,,,,,,,,,,,,,,
41196,8cQk7x6yPzJ5cztymuQQ,35,1411,train,asllex,fun,h,im,Fully Open,0,0,0,Closed,0,One Handed,None,0,Head,Cheek Nose,,1,,0,141
5278,DLPV9vyM5Fx5rHxOpQ21,84,1611,train,asllex,africa,flat_o,imrp,Flat,1,0,1,Open,1,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,1,846
42891,f3n236k4KgwpXhQeme1e,38,2579,train,asllex,dont_know,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,None,0,Head,Forehead,,1,open_b,0,113
59952,yWtcIOMkbMcXqhoWOgFp,49,2082,train,asllex,paranoid,p,im,Stacked,0,,0,Open,1,Symmetrical Or Alternating,None,1,Head,Eye,,1,p,1,873
31714,FjQJsmV2UmCmAzrKPddE,59,3232,val,asllex,thanksgiving,flat_h,im,Flat,0,0,0,Open,0,One Handed,None,0,Head,Mouth,,1,,0,3142
2109,HY64RM1jPGAQHV89zT4e,39,1810,train,signbank,809,,,,,,,,,,,,,,,,,,
29829,s4Ac1l2dA3KXKG55QIKa,7,2634,train,asllex,when,1,i,Fully Open,0,,,Closed,0,Asymmetrical Same Handshape,Circular,0,Hand,Hand Away,Finger Tip,1,1,1,1426
82087,sFzgy4RDXy4ffZBGsYjl,48,2372,test,freetext,move_up,,,,,,,,,,,,,,,,,,
6933,HmoyRvAztfpjv1hMGo8C,38,2237,train,asllex,apple,bent_1,i,Bent,0,,,Closed,0,One Handed,None,1,Head,Cheek Nose,,1,,1,406
14185,GKGoekGiieBibEdH531B,30,1701,train,asllex,new,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Curved,0,Hand,Palm,Hand Away,1,B,0,195
43757,YqdqQhpZo2ivboLBFzq5,62,1319,train,asllex,discuss,1,i,Fully Open,0,,,Closed,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,723
4105,sNtVniZlmP06eUyGnyQQ,49,1091,val,signbank,2013,,,,,,,,,,,,,,,,,,
12673,lBLBjHsefHHiYrOJG6ep,88,2122,val,asllex,key,baby_o,i,Bent,0,,,Open,1,Asymmetrical Different Handshape,None,1,Hand,Heel,,1,B,1,491
10044,BUcWOsz7FyjkUDfM2PrW,61,1529,test,asllex,salt,flat_v,im,Flat,1,1,0,Closed,0,Dominance Violation,None,1,Hand,Finger Back,,1,Dominance Condition Violation,0,2012
20827,XWEuBIwePSkvgh78tT02,49,851,train,asllex,first,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Neutral,Neutral,,0,,1,458
25690,jP7w6v0Z0CQlY1A4k2cg,17,1802,train,asllex,weak,5,imrp,Fully Open,1,1,0,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,2485
4031,8JOOZfSLhh5HeKW7kVLf,85,2503,train,asllex,water,w,p,Curved,0,,,Open,1,One Handed,Straight,1,Head,Chin,,1,,0,1414
51749,kiqiHLJFOpVDNIRYJbz0,30,1883,train,asllex,hide,a,t,,,,,Open,,One Handed,None,0,Head,Mouth,,1,,0,147
9508,MCtKPyJ63hCNTXxYLZ5i,48,1869,test,asllex,wrong_1,y,p,Fully Open,0,,,Open,0,One Handed,Straight,1,Head,Chin,,1,,0,326
39016,lwqUzFTBOOWX4EuI5Rxi,50,3162,test,asllex,oh_i_see,y,p,Fully Open,0,,,Open,0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,
64269,Cnfrz6Tou8p5Wp9CYaxa,62,1002,train,asllex,hold_2,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Circular,1,Neutral,Neutral,Neutral,0,,0,151
36852,FlpNVAAUZ6MMw8YeRWys,7,2935,val,asllex,use,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Curved,1,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,0,313
14796,YIR4E0IZCBseJQ7sT9Vn,57,1669,test,asllex,bad,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,0,Head,Chin,Head Away,1,,1,29
87936,EemYEeGz2wLHN5UWHt8Q,50,2507,test,freetext,sub,,,,,,,,,,,,,,,,,,
49815,01Q9EdciW5qmawbGIYUB,15,1857,train,asllex,pizza_1,l,i,Fully Open,0,,,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,l,1,
24015,VACl7EEEZTPyukwmHPEl,35,1428,val,asllex,hearing,1,i,Fully Open,0,,,Closed,0,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,1773
19160,6Gk6evT1p5KwkrrzscS4,84,1681,train,asllex,understand,baby_o,i,Bent,1,,,Open,1,One Handed,None,0,Head,Head Away,,0,,0,311
56702,obQtxs46j5tPHUu3nTJn,49,1574,train,asllex,short_person,flat_b,imrp,Flat,0,0,0,Open,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,262
64102,wBJHMtIVAKxd9ENiFgtB,76,3940,val,asllex,peel_3,y,p,Fully Open,0,,,Open,0,Asymmetrical Different Handshape,Curved,1,Hand,Finger Back,Finger Radial,1,S,1,
20419,QSHcclF2FeE1swW7Yc8V,84,1191,val,asllex,family,f,i,Curved,0,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,f,1,1379
124,y7yXCEI2GuOaLmNvn3so,76,5498,val,signbank,41,,,,,,,,,,,,,,,,,,
